domain_name,unified_sentiment,Sentences_clean,Aspects_clean,Aspects_sentiments_list,Aspects_list
Restaurants,1.0,قمت بتجربة هذا المكان وملاحظاتي هي: الطلبات كانت متوسطة المستوى ولا بأس بها، كما أن الأسعار ممتازة ورخيصة مقارنة بالكمية,الأكل، الأسعار,"[0, 1]","['الأكل', 'الأسعار']"
Attractions,-1.0,التجربة بشكل عام كانت متفاوتة، الوجهة كانت عادية ولم تبهرني كثيراً بالإضافة إلى ذلك، العروض المقدمة كانت في المستوى الطبيعي. فوضى عارمة وسوء تنظيم واضح,المكان، الفعاليات، التنظيم,"[0, 0, -1]","['المكان', 'الفعاليات', 'التنظيم']"
Restaurants,0.0,التجربة بشكل عام كانت متفاوتة، المطعم نظيف لحد معقول، كما أن السعر كان عاديا وليس مبالغا فيه أما الخدمة فـ في المطعم كانت روتينية,النظافة، الأسعار، الخدمة,"[0, 0, 0]","['النظافة', 'الأسعار', 'الخدمة']"
Attractions,0.0,التجربة بشكل عام كانت متفاوتة، المكان يعتبر جيد لقضاء بعض الوقت بالإضافة إلى ذلك، التذاكر ليست رخيصة ولا غالية بل في المعقول وبالنسبة للتنظيم فالإدارة و بمستوى مقبول,المكان، التذاكر، التنظيم,"[0, 0, 0]","['المكان', 'التذاكر', 'التنظيم']"
Hotels,0.0,بصراحة، الموقع مقبول ولا بأس به مقارنة بالسعر وبالنسبة للإفطار فـ بالنسبة للإفطار فهو جيد نسبيا كأي فندق آخر. والغرفة ضيقة جداً ومكتومة وبالنسبة للاستقبال فـ إجراءات الدخول في كانت طبيعية ولم تستغرق وقتا طويلا أو قصيرا,الموقع، الإفطار، الغرفة، الاستقبال,"[0, 0, -1, 0]","['الموقع', 'الإفطار', 'الغرفة', 'الاستقبال']"
Attractions,0.0,قرأت تقييمات كثيرة وقررت التجربة، الإدارة والتنظيم بمستوى مقبول وبالنسبة للمكان فـ يعتبر جيد لقضاء بعض الوقت,التنظيم، المكان,"[0, 0]","['التنظيم', 'المكان']"
Restaurants,-1.0,بصراحة، الأسعار كانت متوسطة ومناسبة لجودة المكان بالإضافة إلى ذلك، الخدمة في المطعم كانت روتينية. والنظافة معدومة في هذا المطعم,الأسعار، الخدمة، النظافة,"[0, 0, -1]","['الأسعار', 'الخدمة', 'النظافة']"
Hotels,0.0,قرأت تقييمات كثيرة وقررت التجربة، بالنسبة للإفطار فهو جيد نسبيا كأي فندق آخر أما الاستقبال فـ موظفو قاموا بعملهم بشكل روتيني,الإفطار، الاستقبال,"[0, 0]","['الإفطار', 'الاستقبال']"
Restaurants,0.0,خلال عطلة نهاية الأسبوع ذهبنا إلى هناك، الأكل مقبول لكنني تذوقت أفضل منه أما الخدمة فـ مستوى لا بأس به. أسعار المنيو تعتبر طبيعية مقارنة بالمطاعم الأخرى، كما أن المطعم نظيف لحد معقول,الأكل، الخدمة، الأسعار، النظافة,"[0, 0, 0, 0]","['الأكل', 'الخدمة', 'الأسعار', 'النظافة']"
Hotels,0.0,قرأت تقييمات كثيرة وقررت التجربة، موقع الفندق يعتبر متوسطا من حيث القرب للخدمات. وطاقم الاستقبال كان عادياً في التعامل في حين أن الإفطار كان مقبولاً لكنه يفتقر للتنوع. بالنسبة للغرفة فهي بمستوى طبيعي ولا بأس بها,الموقع، الاستقبال، الإفطار، الغرفة,"[0, 0, 0, 0]","['الموقع', 'الاستقبال', 'الإفطار', 'الغرفة']"
Restaurants,0.0,السعر كان عاديا وليس مبالغا فيه. والأكل كان بارداً وطعمه سيء جداً وبالنسبة للنظافة فـ مستوى عادي ولا بأس به بالإضافة إلى ذلك، تعامل الويترز كان عادياً,الأسعار، الأكل، النظافة، الخدمة,"[0, -1, 0, 0]","['الأسعار', 'الأكل', 'النظافة', 'الخدمة']"
Attractions,0.0,التجربة بشكل عام كانت متفاوتة، قيمة التذكرة عادية وبالنسبة للتنظيم فـ ترتيب الدخول كان يسير بشكل طبيعي,التذاكر، التنظيم,"[0, 0]","['التذاكر', 'التنظيم']"
Hotels,1.0,قمت بتجربة هذا المكان وملاحظاتي هي: موقع الفندق يعتبر متوسطا من حيث القرب للخدمات. والإفطار كان مقبولاً لكنه يفتقر للتنوع. وترحيب حار جداً من طاقم الاستقبال,الموقع، الإفطار، الاستقبال,"[0, 0, 1]","['الموقع', 'الإفطار', 'الاستقبال']"
Restaurants,1.0,قرأت تقييمات كثيرة وقررت التجربة، الأكل كان لذيذاً جداً وأنصح به بشدة في حين أن بالنسبة للأسعار فهي مقبولة إلى حد ما,الأكل، الأسعار,"[1, 0]","['الأكل', 'الأسعار']"
Restaurants,0.0,قرأت تقييمات كثيرة وقررت التجربة، طعم الأكل كان عادياً ولا يوجد فيه نكهة مميزة. ومستوى الخدمة لا بأس به في حين أن قيمة رائعة مقابل المال والأسعار جداً معقولة بالإضافة إلى ذلك، الطاولات كانت نظيفة بشكل معتاد,الأكل، الخدمة، الأسعار، النظافة,"[0, 0, 1, 0]","['الأكل', 'الخدمة', 'الأسعار', 'النظافة']"
Restaurants,0.0,خلال عطلة نهاية الأسبوع ذهبنا إلى هناك، تعامل الويترز كان عادياً في حين أن الأسعار مبالغ فيها وغالية جداً، كما أن المطعم نظيف لحد معقول في حين أن كل الأطباق كانت مطبوخة باحترافية وطعمها خيال,الخدمة، الأسعار، النظافة، الأكل,"[0, -1, 0, 1]","['الخدمة', 'الأسعار', 'النظافة', 'الأكل']"
Hotels,0.0,خلال عطلة نهاية الأسبوع ذهبنا إلى هناك، الإفطار كان مقبولاً لكنه يفتقر للتنوع بالإضافة إلى ذلك، أثاث الغرفة يبدو عادياً ليس حديثاً ولا قديماً جداً,الإفطار، الغرفة,"[0, 0]","['الإفطار', 'الغرفة']"
Restaurants,1.0,بصراحة، قيمة رائعة مقابل المال والأسعار جداً معقولة وبالنسبة للخدمة فـ سريعة جداً وطاقم العمل ودود في حين أن الأكل كان لذيذاً جداً وأنصح به بشدة أما النظافة فالمطعم نظيف لحد معقول,الأسعار، الخدمة، الأكل، النظافة,"[1, 1, 1, 0]","['الأسعار', 'الخدمة', 'الأكل', 'النظافة']"
Attractions,0.0,قمت بتجربة هذا المكان وملاحظاتي هي: سعر التذاكر كان متوسطا ومقبولا، كما أن العروض المقدمة كانت في المستوى الطبيعي في حين أن التنظيم داخل المرفق كان عاديا في حين أن المكان يعتبر جيد لقضاء بعض الوقت,التذاكر، الفعاليات، التنظيم، المكان,"[0, 0, 0, 0]","['التذاكر', 'الفعاليات', 'التنظيم', 'المكان']"
Attractions,0.0,بصراحة، الإدارة والتنظيم بمستوى مقبول وبالنسبة للمكان فـ بشكل عام طبيعي كأي حديقة أخرى. لا توجد فعاليات تذكر والأنشطة سيئة. وأسعار التذاكر رخيصة جداً ومناسبة للجميع,التنظيم، المكان، الفعاليات، التذاكر,"[0, 0, -1, 1]","['التنظيم', 'المكان', 'الفعاليات', 'التذاكر']"
Hotels,-1.0,طاقم الاستقبال كان عادياً في التعامل في حين أن الموقع مقبول ولا بأس به مقارنة بالسعر وبالنسبة للإفطار فـ جودة الطعام في كانت ضعيفة جداً,الاستقبال، الموقع، الإفطار,"[0, 0, -1]","['الاستقبال', 'الموقع', 'الإفطار']"
Hotels,-1.0,التجربة بشكل عام كانت متفاوتة، الغرفة كانت عادية وتفي بالغرض. تعامل الاستقبال كان جافاً وغير احترافي أما الإفطار فـ سيء جداً والخيارات محدودة,الغرفة، الاستقبال، الإفطار,"[0, -1, -1]","['الغرفة', 'الاستقبال', 'الإفطار']"
Attractions,1.0,قمت بتجربة هذا المكان وملاحظاتي هي: الأنشطة والفعاليات ممتعة جداً ومليئة بالحماس، كما أن الوجهة كانت عادية ولم تبهرني كثيراً,الفعاليات، المكان,"[1, 0]","['الفعاليات', 'المكان']"
Hotels,1.0,موقع الفندق ممتاز جداً وإطلالته خرافية وبالنسبة للاستقبال فـ موظفو في قمة الرقي والتعاون، كما أن مساحة الغرفة كانت متوسطة كما توقعنا,الموقع، الاستقبال، الغرفة,"[1, 1, 0]","['الموقع', 'الاستقبال', 'الغرفة']"
Restaurants,0.0,التجربة بشكل عام كانت متفاوتة، الطاولات كانت نظيفة بشكل معتاد أما الخدمة فـ مستوى لا بأس به. وطعم الأكل كان عادياً ولا يوجد فيه نكهة مميزة بالإضافة إلى ذلك، بالنسبة للأسعار فهي مقبولة إلى حد ما,النظافة، الخدمة، الأكل، الأسعار,"[0, 0, 0, 0]","['النظافة', 'الخدمة', 'الأكل', 'الأسعار']"
